44," M10098 Human 18S rRNA gene, complete (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively) "
45," M10098 Human 18S rRNA gene, complete (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively) "
46,glyceraldehyde-3-phosphate dehydrogenase
47,glyceraldehyde-3-phosphate dehydrogenase
48,glyceraldehyde-3-phosphate dehydrogenase
49,"actin, beta"
50,"actin, beta"
51,"actin, beta"
52,"transferrin receptor (p90, CD71)"
53,"transferrin receptor (p90, CD71)"
54,"transferrin receptor (p90, CD71)"
55," M27830 Human 28S ribosomal RNA gene, complete cds (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively) "
56," M27830 Human 28S ribosomal RNA gene, complete cds (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively) "
57," M27830 Human 28S ribosomal RNA gene, complete cds (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively) "
58,"actin, beta"
59,glyceraldehyde-3-phosphate dehydrogenase
60,glyceraldehyde-3-phosphate dehydrogenase
61,glyceraldehyde-3-phosphate dehydrogenase
62,"actin, beta"
63,"actin, beta"
64,X61388 SGD: YEL002C Yeast S.cerevisiae WBP1 Oligosaccharyltransferase beta subunit
65,U18530 SGD:YEL018W Yeast S. cerevisiae Protein of unknown function
66,M23316 SGD:YEL024C Yeast S.cerevisiae RIP1 Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex .
67,K02207 SGD:YEL021W Yeast S.cerevisiae URA3 gene coding for OMP decarboxylase
68,pre-T/NK cell associated protein
69,pre-T/NK cell associated protein
70," Cluster Incl U50277:Human breast cancer suppressor element Ishmael Upper CP1 mRNA, partial cds /cds=(0,95) /gb=U50277 /gi=1224126 /ug=Hs.121485 /len=132 "
71,"glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome)"
72," Cluster Incl X61070:Human mRNA for T cell receptor, clone IGRA15 /cds=(0,356) /gb=X61070 /gi=33508 /ug=Hs.121492 /len=425 "
73,"potassium voltage-gated channel, Shab-related subfamily, member 2"
74,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
75,bone morphogenetic protein 3 (osteogenic)
76," Cluster Incl D84143:Human immunoglobulin (mAb59) light chain V region mRNA, partial sequence /cds=(0,333) /gb=D84143 /gi=1255613 /ug=Hs.121508 /len=334 "
77,"ATPase, H+ transporting, lysosomal (vacuolar proton pump), alpha polypeptide, 70kD, isoform 2"
78," Cluster Incl M21388:Human unproductively rearranged Ig mu-chain mRNA V-region (VD), 5 end, clone mu-3A1A /cds=(0,89) /gb=M21388 /gi=185160 /ug=Hs.123017 /len=141'' "
79," Cluster Incl S80491:stem cell factor {alternatively spliced} [human, preimplantation embryos, blastocysts, mRNA Partial, 180 nt] /cds=(0,113) /gb=S80491 /gi=1246099 /ug=Hs.123028 /len=180 "
80,immunoglobulin kappa variable 2/OR22-4
81,G protein-coupled receptor 12
82,pancreatic beta cell growth factor
83," Cluster Incl X61079:Human mRNA for T cell receptor, clone IGRA24 /cds=(0,142) /gb=X61079 /gi=33521 /ug=Hs.123062 /len=235 "
84," Cluster Incl S83374:glutamate transporter II variant B/HBGT IIB {5 region} [human, brain and spinal cord, mRNA Partial Mutant, 129 nt] /cds=(26,55) /gb=S83374 /gi=1911635 /ug=Hs.123079 /len=129'' "
85," Cluster Incl U82303:Homo sapiens unknown protein mRNA, partial cds /cds=(0,257) /gb=U82303 /gi=1938329 /ug=Hs.123080 /len=344 "
86," Cluster Incl U82306:Homo sapiens unknown protein mRNA, partial cds /cds=(0,221) /gb=U82306 /gi=1938333 /ug=Hs.123081 /len=253 "
87," Cluster Incl AF005081:Homo sapiens skin-specific protein (xp32) mRNA, partial cds /cds=(0,340) /gb=AF005081 /gi=2589189 /ug=Hs.123091 /len=416 "
88," Cluster Incl AF015124:Homo sapiens IgG heavy chain variable region (Vh26) mRNA, partial cds /cds=(0,305) /gb=AF015124 /gi=2599349 /ug=Hs.123093 /len=340 "
89,"solute carrier family 34 (sodium phosphate), member 1"
90,"putative opioid receptor, neuromedin K (neurokinin B) receptor-like"
91,ribosomal protein S19
92,surfactant protein A binding protein
93,RIG-like 14-1
94,tolloid-like 1
95,G protein-coupled receptor 45
96,clone 1900 unknown protein
97," Cluster Incl AC004076:Homo sapiens chromosome 19, cosmid R30217 /cds=(0,2075) /gb=AC004076 /gi=2822142 /ug=Hs.129709 /len=2076 "
98,gonadotropin-releasing hormone 2
99,putative mitochondrial space protein 32.1
100,R3H domain (binds single-stranded nucleic acids) containing
101,matrix metalloproteinase 20 (enamelysin)
102,"potassium voltage-gated channel, Shaw-related subfamily, member 3"
103,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)
104,interleukin 1 receptor antagonist
105," Cluster Incl AF063725:Homo sapiens clone BCSynL38 immunoglobulin lambda light chain variable region mRNA, partial cds /cds=(0,116) /gb=AF063725 /gi=3142513 /ug=Hs.131961 /len=333 "
106,airway trypsin-like protease
107,"double homeobox, 1"
108," Cluster Incl AF058075:Homo sapiens clone ASPBLL54 immunoglobulin lambda light chain VJ region mRNA, partial cds /cds=(0,143) /gb=AF058075 /gi=3093897 /ug=Hs.132733 /len=325 "
109,"MHC binding factor, beta"
110,DNA-binding protein amplifying expression of surfactant protein B
111,"olfactory receptor, family 10, subfamily H, member 3"
112," Cluster Incl X63966:H.sapiens synthetic gene for platelet-derived growth factor-BB /cds=(13,498) /gb=X63966 /gi=311378 /ug=Hs.135631 /len=514 "
113," Cluster Incl S79281:pancreatic ribonuclease [human, mRNA Recombinant Partial, 491 nt] /cds=(19,480) /gb=S79281 /gi=1087118 /ug=Hs.135633 /len=491 "
114,forkhead box E2
115,forkhead box E2
116,achaete-scute complex (Drosophila) homolog-like 2
117,Cluster Incl W27600:35a12 Homo sapiens cDNA /gb=W27600 /gi=1307548 /ug=Hs.136087 /len=732
118,Cluster Incl W26214:22d11 Homo sapiens cDNA /gb=W26214 /gi=1306625 /ug=Hs.136088 /len=697
119,Cluster Incl W26228:22e5 Homo sapiens cDNA /gb=W26228 /gi=1306639 /ug=Hs.136090 /len=711
120,Cluster Incl W27130:22g9 Homo sapiens cDNA /gb=W27130 /gi=1306664 /ug=Hs.136092 /len=736
121,Cluster Incl W26343:26b9 Homo sapiens cDNA /gb=W26343 /gi=1306898 /ug=Hs.136098 /len=715
122,Cluster Incl W27556:32e11 Homo sapiens cDNA /gb=W27556 /gi=1307360 /ug=Hs.136127 /len=763
123,Cluster Incl W26626:34a12 Homo sapiens cDNA /gb=W26626 /gi=1307469 /ug=Hs.136137 /len=890
124,Cluster Incl W27607:35b12 Homo sapiens cDNA /gb=W27607 /gi=1307555 /ug=Hs.136140 /len=693
125,Cluster Incl W27762:37c6 Homo sapiens cDNA /gb=W27762 /gi=1307710 /ug=Hs.136145 /len=743
126,Cluster Incl W27762:37c6 Homo sapiens cDNA /gb=W27762 /gi=1307710 /ug=Hs.136145 /len=743
127,Cluster Incl W27871:39a1 Homo sapiens cDNA /gb=W27871 /gi=1307819 /ug=Hs.136146 /len=860
128,Cluster Incl W27895:39c11 Homo sapiens cDNA /gb=W27895 /gi=1307843 /ug=Hs.136147 /len=843
129,Cluster Incl W27967:40b10 Homo sapiens cDNA /gb=W27967 /gi=1307915 /ug=Hs.136154 /len=755
130,Cluster Incl W28184:43c10 Homo sapiens cDNA /gb=W28184 /gi=1308132 /ug=Hs.136165 /len=954
131,Cluster Incl W28191:43d1 Homo sapiens cDNA /gb=W28191 /gi=1308139 /ug=Hs.136166 /len=954
132,Cluster Incl W28197:43d7 Homo sapiens cDNA /gb=W28197 /gi=1308145 /ug=Hs.136168 /len=886
133,Cluster Incl W28203:43g3 Homo sapiens cDNA /gb=W28203 /gi=1308169 /ug=Hs.136169 /len=818
134,Cluster Incl W28249:44b2 Homo sapiens cDNA /gb=W28249 /gi=1308197 /ug=Hs.136171 /len=896
135,Cluster Incl W28268:44d12 Homo sapiens cDNA /gb=W28268 /gi=1308216 /ug=Hs.136173 /len=836
136,Cluster Incl W28546:48c8 Homo sapiens cDNA /gb=W28546 /gi=1308494 /ug=Hs.136177 /len=927
137,Cluster Incl W28918:54a1 Homo sapiens cDNA /gb=W28918 /gi=1308884 /ug=Hs.136180 /len=821
138,Cluster Incl W26469:32f4 Homo sapiens cDNA /gb=W26469 /gi=1307375 /ug=Hs.136639 /len=754
139,paired-like homeodomain transcription factor 3
140," Cluster Incl AF072164:Homo sapiens HSFE-1 mRNA, partial cds /cds=(763,1236) /gb=AF072164 /gi=3265149 /ug=Hs.137570 /len=2905 "
141,ER to nucleus signalling 1
142,peptidoglycan recognition protein
143,"UDP glycosyltransferase 2 family, polypeptide B11"
144,"caspase 13, apoptosis-related cysteine protease"
145,Cluster Incl W28702:50g10 Homo sapiens cDNA /gb=W28702 /gi=1308668 /ug=Hs.139040 /len=805
146,ribosomal protein L28
147,immunoglobulin kappa variable 1/OR15-118
148,"double homeobox, 2"
149,early lymphoid activation protein
150,oxidative stress induced like
151,zinc finger protein 154 (pHZ-92)
152,huntingtin-associated protein 1 (neuroan 1)
153,chromosome 1 open reading frame 1
154,undifferentiated embryonic cell transcription factor 1
155,"serine (or cysteine) proteinase inhibitor, clade I (neuroserpin), member 2"
156,Musashi (Drosophila) homolog 1
157,Musashi (Drosophila) homolog 1
158," Cluster Incl AL022151:Human DNA sequence from clone 199L16 on chromosome Xq22.1-22.3. Contains a 40S Ribosomal Protein S29 LIKE (pseudo?) gene, an EST, STSs, GSSs and tcta and tatg repeat polymorphisms /cds=(58,210) /gb=AL022151 /gi=3790137 /ug=Hs.158312 "
159,"ATP-binding cassette, sub-family B (MDR/TAP), member 11"
160,bone morphogenetic protein 10
161,"diacylglycerol kinase, beta (90kD)"
162,KIAA0789 gene product
163,minor histocompatibility antigen HB-1
164,"solute carrier family 18 (vesicular monoamine), member 1"
165," Cluster Incl AF019765:untitled /cds=(0,428) /gb=AF019765 /gi=3955190 /ug=Hs.158325 /len=623 "
166,melatonin receptor 1B
167,G protein-coupled receptor 50
168,"protease, serine, 7 (enterokinase)"
169,retinal pigment epithelium-derived rhodopsin homolog
170,"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10"
171,transmembrane activator and CAML interactor
172,"Testis-specific basic protein on Y, 2"
173,Testis-specific PTP-BL-related protein on Y
174,testis-specific testis transcript Y 1
175,testis-specific testis transcript Y 2
176,Testis-specific XK-related protein on Y
177,S2P protein
178,hypocretin (orexin) neuropeptide precursor
179,high-mobility group (nonhistone chromosomal) protein 17-like 1
180," Cluster Incl AF023203:Homo sapiens homeobox protein Og12 (OGL12) mRNA, partial cds /cds=(0,28) /gb=AF023203 /gi=2979681 /ug=Hs.158350 /len=412 "
181," Cluster Incl AL008721:Homo sapiens DNA sequence from BAC 390C10 on chromosome 22q11.21-12.1. Contains an Immunoglobulin LIKE gene and a pseudogene similar to Beta Crystallin. Contains ESTs, STSs, GSSs and taga and tat repeat polymorphisms /cds=(0,332) /gb "
182," Cluster Incl X52005:H.sapiens skeletal embryonic myosin light chain 1 (MLC1) mRNA /cds=(82,675) /gb=X52005 /gi=34677 /ug=Hs.159218 /len=1005 "
183,"keratin, hair, acidic, 7"
184," Cluster Incl AL021306:Human DNA sequence from clone 1109B5 on chromosome 22 /cds=(0,569) /gb=AL021306 /gi=2808416 /ug=Hs.159896 /len=570 "
185,"olfactory receptor, family 2, subfamily F, member 1"
186,"olfactory receptor, family 2, subfamily F, member 1"
187,G protein-coupled receptor 15
188," Cluster Incl U43604:Human unidentified mRNA, partial sequence /cds=UNKNOWN /gb=U43604 /gi=1171236 /ug=Hs.159901 /len=1677 "
189,"olfactory receptor, family 5, subfamily I, member 1"
190,T cell receptor alpha variable 13-1
191,T cell receptor alpha variable 13-1
192,"Fc fragment of IgG, receptor, transporter, alpha"
193,"Fc fragment of IgG, receptor, transporter, alpha"
194," Cluster Incl AL022727:Human DNA sequence from clone 80I19 on chromosome 6p21.31-22.2 Contains genes and pseudogenes for olfactory receptor-like proteins, STS, GSS /cds=(0,938) /gb=AL022727 /gi=3093312 /ug=Hs.163518 /len=939 "
195," Cluster Incl AF086790:Homo sapiens aconitase precursor (ACON) mRNA, nuclear gene encoding mitochondrial protein, partial cds /cds=(0,1803) /gb=AF086790 /gi=3600097 /ug=Hs.166002 /len=2196 "
196,a disintegrin and metalloproteinase domain 7
197," Cluster Incl AF061055:Homo sapiens estrogen receptor beta 5 splice variant mRNA, partial cds /cds=(0,194) /gb=AF061055 /gi=3094026 /ug=Hs.166006 /len=372 "
198," Cluster Incl AF061055:Homo sapiens estrogen receptor beta 5 splice variant mRNA, partial cds /cds=(0,194) /gb=AF061055 /gi=3094026 /ug=Hs.166006 /len=372 "
199,CD163 antigen
200,"Rhesus blood group, CcEe antigens"
201,"transcription factor 7 (T-cell specific, HMG-box)"
202," Cluster Incl X55989:Human ECRP gene for eosinophil cationic related protein /cds=(71,551) /gb=X55989 /gi=22940 /ug=Hs.166037 /len=733 "
203," Cluster Incl Z21818:H.sapiens carcinoembryonic antigen gene /cds=(110,244) /gb=Z21818 /gi=437783 /ug=Hs.166040 /len=595 "
204," Cluster Incl S76346:AML1=AML1 {alternatively spliced, exons 5 and b} [human, mRNA Partial, 284 nt] /cds=(0,159) /gb=S76346 /gi=913288 /ug=Hs.166060 /len=284 "
205,annexin A2 pseudogene 2
206,SHC (Src homology 2 domain-containing) transforming protein 1 pseudogene 1
207,protein homologous to salivary proline-rich protein P-B
208," Cluster Incl U63542:Human putative FAP protein mRNA, partial cds /cds=(0,758) /gb=U63542 /gi=1890646 /ug=Hs.166101 /len=913 "
209,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2"
210," Cluster Incl AF009787:Homo sapiens T cell receptor beta chain (TCRB) mRNA, partial cds /cds=(0,80) /gb=AF009787 /gi=2275604 /ug=Hs.166129 /len=189 "
211,"Ric (Drosophila)-like, expressed in neurons"
212,Rho GTPase activating protein 1
213,survival motor neuron pseudogene
214,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1"
215,RIG-like 5-6
216,RIG-like 5-6
217," Cluster Incl AL008627:Human DNA sequence from PAC 130G2 on chromosome 6p22.2-22.3. Contains ribosomal protein L29 pseudogene, ESTs and STSs /cds=(43,528) /gb=AL008627 /gi=2769539 /ug=Hs.166181 /len=648 "
218,forkhead box D2
219,cytokeratin 2
220," Cluster Incl AF043586:Homo sapiens clone CPRF1-T2 immunoglobulin lambda chain VJ region, (IGL) mRNA, partial cds /cds=(0,273) /gb=AF043586 /gi=2865483 /ug=Hs.166191 /len=306 "
221," Cluster Incl AF043586:Homo sapiens clone CPRF1-T2 immunoglobulin lambda chain VJ region, (IGL) mRNA, partial cds /cds=(0,273) /gb=AF043586 /gi=2865483 /ug=Hs.166191 /len=306 "
222,putative peroxisome microbody protein 175.1
223,"synovial sarcoma, X breakpoint 5"
224," Cluster Incl AL022097:Homo sapiens DNA sequence from PAC 256G22 on chromosome 6p24.1-25.3. Contains a HNRNP Core Protein A1 LIKE pseudogene and an exon with similarity to yeast and fly phenylalanyl tRNA synthetase PHERS. Contains ESTs and GSSs /cds=(63,10 "
225,"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
226,"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
227," Cluster Incl U33547:Homo sapiens MHC class II antigen HLA-DRB6 mRNA, partial cds /cds=(0,106) /gb=U33547 /gi=3320135 /ug=Hs.167385 /len=720 "
228,"major histocompatibility complex, class II, DN alpha"
229,Cluster Incl W26104:22f6 Homo sapiens cDNA /gb=W26104 /gi=1306650 /ug=Hs.167981 /len=702
230,Cluster Incl W27234:24b9 Homo sapiens cDNA /gb=W27234 /gi=1306750 /ug=Hs.167982 /len=679
231,Cluster Incl W27604:35b1 Homo sapiens cDNA /gb=W27604 /gi=1307552 /ug=Hs.167991 /len=682
232," Cluster Incl AL031393:Human DNA sequence from clone 733D15 on chromosome Xp11.3. Contains a Zinc-finger (pseudo?) gene and GSSs /cds=(0,1492) /gb=AL031393 /gi=3646112 /ug=Hs.169190 /len=1493 "
233," Cluster Incl AF098641:Homo sapiens CD44 isoform RC (CD44) mRNA, complete cds /cds=(18,437) /gb=AF098641 /gi=3832517 /ug=Hs.169200 /len=484 "
234,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
235,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
236,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
237,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
238,trefoil factor 3 (intestinal)
239,pancreatic elastase IIB
240,dihydrofolate reductase pseudogene 1
241,"melanoma antigen, family A, 12"
242,"thymosin, beta 10"
243,carboxyl ester lipase-like (bile salt-stimulated lipase-like)
244,carboxyl ester lipase-like (bile salt-stimulated lipase-like)
245," Cluster Incl X72882:H.sapiens 14A6CK DNA sequence /cds=(0,131) /gb=X72882 /gi=667005 /ug=Hs.169275 /len=132 "
246," Cluster Incl M57423:Homo sapiens phosphoribosylpyrophosphate synthetase subunit III mRNA, 3 end /cds=(81,1037) /gb=M57423 /gi=190521 /ug=Hs.169284 /len=1091'' "
247," Cluster Incl Z70218:H.sapiens mRNA for MN1 protein (clone ICRFp507I0498) /cds=(0,50) /gb=Z70218 /gi=1235523 /ug=Hs.169287 /len=341 "
248," Cluster Incl L17328:Human pre-T/NK cell associated protein (3Cl) mRNA, complete cds /cds=(1296,1451) /gb=L17328 /gi=306331 /ug=Hs.169304 /len=1911 "
249," Cluster Incl S81916:phosphoglycerate kinase {alternatively spliced} [human, phosphoglycerate kinase deficient patient with episodes of muscl, mRNA Partial Mutant, 307 nt] /cds=(0,143) /gb=S81916 /gi=1470308 /ug=Hs.169313 /len=307 "
250," Cluster Incl U63332:Human super cysteine rich protein mRNA, partial cds /cds=(0,141) /gb=U63332 /gi=1480862 /ug=Hs.169325 /len=427 "
251,"sodium channel, voltage-gated, type V, alpha polypeptide (long (electrocardiographic) QT syndrome 3)"
252,"caspase 8, apoptosis-related cysteine protease"
253,muscle specific gene
254,chorionic somatomammotropin hormone 1 (placental lactogen)
255," Cluster Incl D25272:Homo sapiens mRNA, clone-RES4-16 /cds=UNKNOWN /gb=D25272 /gi=464187 /ug=Hs.174225 /len=1567 "
256,"small inducible cytokine subfamily C, member 2"
257,"small inducible cytokine subfamily C, member 2"
258,G antigen 1
259,G antigen 6
260,"Fc fragment of IgG, low affinity IIIb, receptor for (CD16)"
261,Cluster Incl W26594:33g6 Homo sapiens cDNA /gb=W26594 /gi=1307455 /ug=Hs.177484 /len=670
262,Cluster Incl W27645:37d5 Homo sapiens cDNA /gb=W27645 /gi=1307719 /ug=Hs.177488 /len=742
263,Cluster Incl W27953:39h7 Homo sapiens cDNA /gb=W27953 /gi=1307901 /ug=Hs.177489 /len=758
264,Cluster Incl W28732:50h7 Homo sapiens cDNA /gb=W28732 /gi=1308680 /ug=Hs.177496 /len=818
265,high density lipoprotein binding protein (vigilin)
266,ribosomal protein L8
267,"defensin, alpha 3, neutrophil-specific"
268,trinucleotide repeat containing 21
269,"upregulated by 1,25-dihydroxyvitamin D-3"
270,ribosomal protein L13
271,"H3 histone, family 3B (H3.3B)"
272,ribosomal protein S9
273,immunoglobulin kappa variable 1-13
274,transcription factor similar to D. melanogaster homeodomain protein lady bird late
275,"docking protein 2, 56kD"
276,leucine-rich neuronal protein
277,"basic transcription factor 3, like 1"
278,"basic transcription factor 3, like 2"
279,"basic transcription factor 3, like 3"
280,"basic transcription factor 3, like 3"
281,chromobox homolog 2 (Drosophila Pc class)
282,"H4 histone family, member E"
283,"H2B histone family, member G"
284,"H2B histone family, member H"
285,"H2B histone family, member K"
286,"hemoglobin, alpha 2"
287,ubiquitin specific protease 6 (Tre-2 oncogene)
288,ribosomal protein S2
289,"H2B histone family, member E"
290,"keratin, hair, basic, 3"
291,acetyl-Coenzyme A carboxylase beta
292,acetyl-Coenzyme A carboxylase beta
293,myelodysplasia syndrome 1
294,"potassium voltage-gated channel, Shal-related subfamily, member 3"
295,"zinc finger protein, Y-linked"
296,Cluster Incl W27858:39e3 Homo sapiens cDNA /gb=W27858 /gi=1307869 /ug=Hs.186617 /len=821
297,reticulon 4
298,ADP-ribosyltransferase 1
299,"ribosomal protein, large, P0"
300," Cluster Incl L23852:Homo sapiens (clone Z146) retinal mRNA, 3 end and repeat region /cds=(0,241) /gb=L23852 /gi=393126 /ug=Hs.73838 /len=1711'' "
301,"tumor necrosis factor receptor superfamily, member 9"
302,"UV-B repressed sequence, HUR 7"
303,filaggrin
304,basic proline-rich protein
305,forkhead box I1
306,"SAC2 (suppressor of actin mutations 2, yeast, homolog)-like"
307,ribosomal protein L18
308,syntaxin 1B
309,ADP-ribosylarginine hydrolase
310,MAS1 oncogene
311,"adrenergic, beta-1-, receptor"
312,"gamma-aminobutyric acid (GABA) receptor, rho 2"
313," Cluster Incl M28219:Homo sapiens low density lipoprotein receptor (FH 10 mutant causing familial hypercholesterolemia) mRNA, 3 end /cds=(0,182) /gb=M28219 /gi=619785 /ug=Hs.99940 /len=282'' "
314,zinc finger protein 272
315,"cholinergic receptor, nicotinic, delta polypeptide"
316,homeo box B1
317," Cluster Incl X61072:Human mRNA for T cell receptor, clone IGRA17 /cds=(0,200) /gb=X61072 /gi=33511 /ug=Hs.99996 /len=353 "
318,"thymosin, beta 4, X chromosome"
319,Hr44 antigen
320,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"
321,interleukin 1 receptor-like 2
322,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 2"
323,rhodopsin kinase
324,T cell receptor beta variable 10-3
325," Cluster Incl S65761:anti-colorectal carcinoma heavy chain=glycoprotein CANAG-50 specific IgG1 kappa [human, 19.9 hybridoma, antibody 1116NS19.9, mRNA, 1515 nt] /cds=(44,1420) /gb=S65761 /gi=425517 /ug=Hs.103995 /len=1515 "
326," Cluster Incl S65921:anti-colorectal carcinoma light chain=glycoprotein CANAG-50 specific IgG1 kappa [human, 19.9 hybridoma, antibody 1116NS19.9, mRNA, 998 nt] /cds=(79,789) /gb=S65921 /gi=425519 /ug=Hs.103996 /len=998 "
327,Cluster Incl U00956:Human clone KDB5.1 (CAC)n/(GTG)n repeat-containing mRNA /cds=UNKNOWN /gb=U00956 /gi=405058 /ug=Hs.104112 /len=1424
328," Cluster Incl S82769:GABAA receptor gamma 3 subunit [human, fetal brain, mRNA Partial, 1536 nt] /cds=(32,1435) /gb=S82769 /gi=1754748 /ug=Hs.104133 /len=1536 "
329,ribosomal protein S10
